site_id,horizon,incubation_treatment,temp_treatment_degC_above_MST,moisture_treatment_kPa,MST_degC,incubation_temp_degC,fraction,horizon_type,sample_name,oven_dry_mass_g,t13_cumul_resp_ugC_per_gsoil,t13_cumul_spec_resp_ugC_per_gC,t26_cumul_resp_ugC_per_gsoil,t26_cumul_spec_resp_ugC_per_gC,t52_cumul_resp_ugC_per_gsoil,t52_cumul_spec_resp_ugC_per_gC,notes
TREE,Bs2,0MST150,0,-150,17.9,17.5,BULK,Upper B-Horizon,TREE_Bs2_0MST150_0_-150_17.9_17.5_BULK_Upper B-Horizon,19.9,82,15932,123,23790,171,33097,NA
TREE,Bs2,0MST33,0,-33,17.9,17.5,BULK,Upper B-Horizon,TREE_Bs2_0MST33_0_-33_17.9_17.5_BULK_Upper B-Horizon,19.87,86,16703,128,24810,249,48251,NA
TREE,Bs2,5MST400,5,-400,17.9,17.5,BULK,Upper B-Horizon,TREE_Bs2_5MST400_5_-400_17.9_17.5_BULK_Upper B-Horizon,19.89,117,22589,212,41092,333,64503,NA
TREE,Bs2,5MST150,5,-150,17.9,17.5,BULK,Upper B-Horizon,TREE_Bs2_5MST150_5_-150_17.9_17.5_BULK_Upper B-Horizon,19.92,79,15375,121,23354,178,34476,NA
TREE,Bs2,5MST33,5,-33,17.9,17.5,BULK,Upper B-Horizon,TREE_Bs2_5MST33_5_-33_17.9_17.5_BULK_Upper B-Horizon,19.84,46,8880,68,13114,90,17499,NA
UNDE,A,0MST400,0,-400,17.4,17.5,BULK,A-Horizon,UNDE_A_0MST400_0_-400_17.4_17.5_BULK_A-Horizon,19.75,916,35090,1189,45543,1536,58859,NA
UNDE,A,0MST150,0,-150,17.4,17.5,BULK,A-Horizon,UNDE_A_0MST150_0_-150_17.4_17.5_BULK_A-Horizon,19.75,989,37898,1271,48691,1651,63256,NA
UNDE,A,0MST33,0,-33,17.4,17.5,BULK,A-Horizon,UNDE_A_0MST33_0_-33_17.4_17.5_BULK_A-Horizon,19.74,1228,47036,1541,59029,1919,73516,NA
UNDE,A,5MST400,5,-400,17.4,17.5,BULK,A-Horizon,UNDE_A_5MST400_5_-400_17.4_17.5_BULK_A-Horizon,19.72,1281,49071,1696,64960,2226,85295,NA
UNDE,A,5MST150,5,-150,17.4,17.5,BULK,A-Horizon,UNDE_A_5MST150_5_-150_17.4_17.5_BULK_A-Horizon,19.73,1294,49570,1717,65791,2222,85131,NA
UNDE,A,5MST33,5,-33,17.4,17.5,BULK,A-Horizon,UNDE_A_5MST33_5_-33_17.4_17.5_BULK_A-Horizon,19.69,1411,54060,1848,70793,2368,90708,NA
UNDE,Bhs,0MST400,0,-400,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_0MST400_0_-400_17.4_17.5_BULK_Upper B-Horizon,19.72,128,10852,170,14377,216,18305,NA
UNDE,Bhs,0MST150,0,-150,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_0MST150_0_-150_17.4_17.5_BULK_Upper B-Horizon,19.71,137,11654,185,15672,266,22563,NA
UNDE,Bhs,0MST33,0,-33,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_0MST33_0_-33_17.4_17.5_BULK_Upper B-Horizon,19.78,152,12863,204,17258,290,24584,NA
UNDE,Bhs,5MST400,5,-400,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_5MST400_5_-400_17.4_17.5_BULK_Upper B-Horizon,19.78,171,14529,257,21756,360,30517,NA
UNDE,Bhs,5MST150,5,-150,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_5MST150_5_-150_17.4_17.5_BULK_Upper B-Horizon,19.71,185,15705,254,21578,345,29247,NA
UNDE,Bhs,5MST33,5,-33,17.4,17.5,BULK,Upper B-Horizon,UNDE_Bhs_5MST33_5_-33_17.4_17.5_BULK_Upper B-Horizon,19.76,190,16135,272,23061,NA,NA,"Sample disturbed after taking headspace sample UNb61_13; consequently, data for t = 52 weeks potentially not valid"
WOOD,Apk,0MST400,0,-400,19.5,20,BULK,A-Horizon,WOOD_Apk_0MST400_0_-400_19.5_20_BULK_A-Horizon,19.72,910,44834,1426,70288,2142,105548,NA
WOOD,Apk,0MST150,0,-150,19.5,20,BULK,A-Horizon,WOOD_Apk_0MST150_0_-150_19.5_20_BULK_A-Horizon,19.7,979,48242,1425,70224,2012,99165,NA
WOOD,Apk,0MST33,0,-33,19.5,20,BULK,A-Horizon,WOOD_Apk_0MST33_0_-33_19.5_20_BULK_A-Horizon,19.72,1122,55304,1651,81349,2460,121221,NA
WOOD,Apk,5MST400,5,-400,19.5,20,BULK,A-Horizon,WOOD_Apk_5MST400_5_-400_19.5_20_BULK_A-Horizon,19.68,1186,58465,1704,83964,2251,110951,NA
WOOD,Apk,5MST150,5,-150,19.5,20,BULK,A-Horizon,WOOD_Apk_5MST150_5_-150_19.5_20_BULK_A-Horizon,19.72,1309,64532,1883,92801,2503,123370,NA
WOOD,Apk,5MST33,5,-33,19.5,20,BULK,A-Horizon,WOOD_Apk_5MST33_5_-33_19.5_20_BULK_A-Horizon,19.69,1655,81553,2297,113204,3010,148338,NA
WOOD,Bk1,0MST400,0,-400,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_0MST400_0_-400_19.5_20_BULK_Upper B-Horizon,19.77,61,11613,91,17221,266,50432,NA
WOOD,Bk1,0MST150,0,-150,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_0MST150_0_-150_19.5_20_BULK_Upper B-Horizon,19.81,81,15414,117,22094,265,50267,NA
WOOD,Bk1,0MST33,0,-33,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_0MST33_0_-33_19.5_20_BULK_Upper B-Horizon,19.78,103,19467,159,30172,351,66501,NA
WOOD,Bk1,5MST400,5,-400,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_5MST400_5_-400_19.5_20_BULK_Upper B-Horizon,19.81,83,15649,132,25001,207,39305,NA
WOOD,Bk1,5MST150,5,-150,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_5MST150_5_-150_19.5_20_BULK_Upper B-Horizon,19.77,101,19138,163,30892,256,48516,NA
WOOD,Bk1,5MST33,5,-33,19.5,20,BULK,Upper B-Horizon,WOOD_Bk1_5MST33_5_-33_19.5_20_BULK_Upper B-Horizon,19.77,124,23490,192,36460,308,58355,NA
WREF,A1,0MST400,0,-400,17.5,17.5,BULK,A-Horizon,WREF_A1_0MST400_0_-400_17.5_17.5_BULK_A-Horizon,19.18,899,22866,1249,31783,1778,45222,NA
WREF,A1,0MST150,0,-150,17.5,17.5,BULK,A-Horizon,WREF_A1_0MST150_0_-150_17.5_17.5_BULK_A-Horizon,19.18,1028,26142,1434,36483,2157,54865,NA
WREF,A1,0MST33,0,-33,17.5,17.5,BULK,A-Horizon,WREF_A1_0MST33_0_-33_17.5_17.5_BULK_A-Horizon,19.17,1108,28198,1593,40517,3358,85439,NA
WREF,A1,5MST400,5,-400,17.5,17.5,BULK,A-Horizon,WREF_A1_5MST400_5_-400_17.5_17.5_BULK_A-Horizon,19.17,1206,30675,1719,43723,2730,69457,NA
WREF,A1,5MST150,5,-150,17.5,17.5,BULK,A-Horizon,WREF_A1_5MST150_5_-150_17.5_17.5_BULK_A-Horizon,19.16,1259,32024,1838,46750,3201,81440,NA
WREF,A1,5MST33,5,-33,17.5,17.5,BULK,A-Horizon,WREF_A1_5MST33_5_-33_17.5_17.5_BULK_A-Horizon,19.18,1489,37876,2748,69908,5752,146337,NA
WREF,Bw1,0MST400,0,-400,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_0MST400_0_-400_17.5_17.5_BULK_Upper B-Horizon,19.09,30,3924,51,6648,62,8152,NA
WREF,Bw1,0MST150,0,-150,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_0MST150_0_-150_17.5_17.5_BULK_Upper B-Horizon,19.07,32,4133,48,6242,61,8021,NA
WREF,Bw1,0MST33,0,-33,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_0MST33_0_-33_17.5_17.5_BULK_Upper B-Horizon,19.09,46,6005,69,9020,98,12865,NA
WREF,Bw1,5MST400,5,-400,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_5MST400_5_-400_17.5_17.5_BULK_Upper B-Horizon,19.13,53,6884,67,8834,79,10322,NA
WREF,Bw1,5MST150,5,-150,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_5MST150_5_-150_17.5_17.5_BULK_Upper B-Horizon,19.07,56,7328,80,10488,115,15078,NA
WREF,Bw1,5MST33,5,-33,17.5,17.5,BULK,Upper B-Horizon,WREF_Bw1_5MST33_5_-33_17.5_17.5_BULK_Upper B-Horizon,19.09,70,9228,99,12931,131,17187,NA
BARR,Oaf,0MST150,0,-150,3.6,10,BULK,A-Horizon,BARR_Oaf_0MST150_0_-150_3.6_10_BULK_A-Horizon,4.75,1754,9054,NA,NA,NA,NA,NA
BARR,Oaf,0MST33,0,-33,3.6,10,BULK,A-Horizon,BARR_Oaf_0MST33_0_-33_3.6_10_BULK_A-Horizon,4.76,2005,10352,NA,NA,NA,NA,NA
BARR,Oaf,0MST400,0,-400,3.6,10,BULK,A-Horizon,BARR_Oaf_0MST400_0_-400_3.6_10_BULK_A-Horizon,4.75,1868,9643,NA,NA,NA,NA,NA
BARR,Oaf,5MST150,5,-150,3.6,10,BULK,A-Horizon,BARR_Oaf_5MST150_5_-150_3.6_10_BULK_A-Horizon,4.75,2523,13026,NA,NA,NA,NA,NA
BARR,Oaf,5MST33,5,-33,3.6,10,BULK,A-Horizon,BARR_Oaf_5MST33_5_-33_3.6_10_BULK_A-Horizon,4.77,2692,13896,NA,NA,NA,NA,NA
BARR,Oaf,5MST400,5,-400,3.6,10,BULK,A-Horizon,BARR_Oaf_5MST400_5_-400_3.6_10_BULK_A-Horizon,4.77,2451,12653,NA,NA,NA,NA,NA
BARR,OACfjj,0MST150,0,-150,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_0MST150_0_-150_3.6_10_BULK_Upper B-Horizon,9.77,1734,24630,NA,NA,NA,NA,NA
BARR,OACfjj,0MST33,0,-33,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_0MST33_0_-33_3.6_10_BULK_Upper B-Horizon,9.75,1592,22615,NA,NA,NA,NA,NA
BARR,OACfjj,0MST400,0,-400,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_0MST400_0_-400_3.6_10_BULK_Upper B-Horizon,9.78,1322,18776,NA,NA,NA,NA,NA
BARR,OACfjj,5MST150,5,-150,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_5MST150_5_-150_3.6_10_BULK_Upper B-Horizon,9.77,2170,30818,NA,NA,NA,NA,NA
BARR,OACfjj,5MST33,5,-33,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_5MST33_5_-33_3.6_10_BULK_Upper B-Horizon,9.78,2396,34036,NA,NA,NA,NA,NA
BARR,OACfjj,5MST400,5,-400,3.6,10,BULK,Upper B-Horizon,BARR_OACfjj_5MST400_5_-400_3.6_10_BULK_Upper B-Horizon,9.76,1480,21016,NA,NA,NA,NA,NA
BONA,Oea,0MST150,0,-150,13.9,15,BULK,A-Horizon,BONA_Oea_0MST150_0_-150_13.9_15_BULK_A-Horizon,4.67,5597,24011,NA,NA,NA,NA,NA
BONA,Oea,0MST33,0,-33,13.9,15,BULK,A-Horizon,BONA_Oea_0MST33_0_-33_13.9_15_BULK_A-Horizon,4.66,5857,25126,NA,NA,NA,NA,NA
BONA,Oea,0MST400,0,-400,13.9,15,BULK,A-Horizon,BONA_Oea_0MST400_0_-400_13.9_15_BULK_A-Horizon,4.67,5273,22620,NA,NA,NA,NA,NA
BONA,Oea,5MST150,5,-150,13.9,15,BULK,A-Horizon,BONA_Oea_5MST150_5_-150_13.9_15_BULK_A-Horizon,4.67,7521,32264,NA,NA,NA,NA,NA
BONA,Oea,5MST33,5,-33,13.9,15,BULK,A-Horizon,BONA_Oea_5MST33_5_-33_13.9_15_BULK_A-Horizon,4.69,7867,33748,NA,NA,NA,NA,NA
BONA,Oea,5MST400,5,-400,13.9,15,BULK,A-Horizon,BONA_Oea_5MST400_5_-400_13.9_15_BULK_A-Horizon,4.67,7761,33294,NA,NA,NA,NA,NA
BONA,Bfgjj,0MST150,0,-150,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_0MST150_0_-150_13.9_15_BULK_Upper B-Horizon,9.9,282,9249,NA,NA,NA,NA,NA
BONA,Bfgjj,0MST33,0,-33,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_0MST33_0_-33_13.9_15_BULK_Upper B-Horizon,9.88,331,10864,NA,NA,NA,NA,NA
BONA,Bfgjj,0MST400,0,-400,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_0MST400_0_-400_13.9_15_BULK_Upper B-Horizon,9.89,213,6978,NA,NA,NA,NA,NA
BONA,Bfgjj,5MST150,5,-150,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_5MST150_5_-150_13.9_15_BULK_Upper B-Horizon,9.87,409,13413,NA,NA,NA,NA,NA
BONA,Bfgjj,5MST33,5,-33,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_5MST33_5_-33_13.9_15_BULK_Upper B-Horizon,9.89,408,13386,NA,NA,NA,NA,NA
BONA,Bfgjj,5MST400,5,-400,13.9,15,BULK,Upper B-Horizon,BONA_Bfgjj_5MST400_5_-400_13.9_15_BULK_Upper B-Horizon,9.88,311,10209,NA,NA,NA,NA,NA
HEAL,Oae,0MST150,0,-150,13.8,15,BULK,A-Horizon,HEAL_Oae_0MST150_0_-150_13.8_15_BULK_A-Horizon,4.63,10017,25391,NA,NA,NA,NA,NA
HEAL,Oae,0MST33,0,-33,13.8,15,BULK,A-Horizon,HEAL_Oae_0MST33_0_-33_13.8_15_BULK_A-Horizon,4.62,10491,26594,NA,NA,NA,NA,NA
HEAL,Oae,0MST400,0,-400,13.8,15,BULK,A-Horizon,HEAL_Oae_0MST400_0_-400_13.8_15_BULK_A-Horizon,4.63,9556,24224,NA,NA,NA,NA,NA
HEAL,Oae,5MST150,5,-150,13.8,15,BULK,A-Horizon,HEAL_Oae_5MST150_5_-150_13.8_15_BULK_A-Horizon,4.64,12907,32718,NA,NA,NA,NA,NA
HEAL,Oae,5MST33,5,-33,13.8,15,BULK,A-Horizon,HEAL_Oae_5MST33_5_-33_13.8_15_BULK_A-Horizon,4.63,13801,34983,NA,NA,NA,NA,NA
HEAL,Oae,5MST400,5,-400,13.8,15,BULK,A-Horizon,HEAL_Oae_5MST400_5_-400_13.8_15_BULK_A-Horizon,4.63,13177,33403,NA,NA,NA,NA,NA
HEAL,Afjj,0MST150,0,-150,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_0MST150_0_-150_13.8_15_BULK_Upper B-Horizon,9.81,624,5713,NA,NA,NA,NA,NA
HEAL,Afjj,0MST33,0,-33,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_0MST33_0_-33_13.8_15_BULK_Upper B-Horizon,9.81,671,6142,NA,NA,NA,NA,NA
HEAL,Afjj,0MST400,0,-400,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_0MST400_0_-400_13.8_15_BULK_Upper B-Horizon,9.82,679,6218,NA,NA,NA,NA,NA
HEAL,Afjj,5MST150,5,-150,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_5MST150_5_-150_13.8_15_BULK_Upper B-Horizon,9.82,846,7751,NA,NA,NA,NA,NA
HEAL,Afjj,5MST33,5,-33,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_5MST33_5_-33_13.8_15_BULK_Upper B-Horizon,9.82,1059,9694,NA,NA,NA,NA,NA
HEAL,Afjj,5MST400,5,-400,13.8,15,BULK,Upper B-Horizon,HEAL_Afjj_5MST400_5_-400_13.8_15_BULK_Upper B-Horizon,9.82,815,7466,NA,NA,NA,NA,NA
